Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Type
November Gale Pale Ale,779,,,85,American Pale Ale (APA),12,APA
Olde Ore Dock Scottish Ale,364,,,85,Scottish Ale,12,Other Ale
Widow Maker Black Ale,60,,,85,American Brown Ale,12,Other Ale
Lift Bridge Brown Ale,59,,,85,American Brown Ale,12,Other Ale
Pick Axe Blonde Ale,58,,,85,American Blonde Ale,12,Other Ale
Red Jacket Amber Ale,57,,,85,American Amber / Red Ale,12,Other Ale
Amber Ale,2436,0.051,,103,American Amber / Red Ale,12,Other Ale
King Street Pilsner,1706,0.055,,103,Czech Pilsener,12,Other
King Street IPA,1667,0.06,70,103,American IPA,12,IPA
King Street Hefeweizen,1666,0.057,10,103,Hefeweizen,12,Other
King Street Blonde Ale,1665,0.049,,103,American Blonde Ale,12,Other Ale
India Pale Ale,2460,0.063,65,88,American IPA,16,IPA
Blackberry Wheat,2459,0.048,11,88,American Pale Wheat Ale,16,Other Ale
Longboard Island Lager,1274,0.046,18,440,American Amber / Red Lager,24,Lager
Longboard Island Lager,1220,0.046,18,440,American Amber / Red Lager,16,Lager
Longboard Island Lager,1070,0.046,18,440,American Amber / Red Lager,12,Lager
Longboard Island Lager,590,0.046,18,440,American Amber / Red Lager,12,Lager
Choc Beer (2003),781,0.04,9,506,American Dark Wheat Ale,12,Other Ale
Bellingham Beer Week 2013 Collaboration,1637,0.08,,355,Belgian Strong Dark Ale,16,Other Ale
A Slice of Hefen,1741,0.054,15,333,Hefeweizen,16,Other
Elevated IPA,664,0.072,100,333,American IPA,16,IPA
Rumspringa Golden Bock,392,0.066,30,546,Maibock / Helles Bock,12,Other
Lancaster German Style Kölsch,195,0.048,28,546,Kölsch,12,Other
Beach Cruiser,2547,0.045,,60,Hefeweizen,12,Other
I.P. Eh!,2493,0.068,,60,American IPA,12,IPA
Schoolhouse Honey,2492,0.05,,60,American Amber / Red Ale,12,Other Ale
10 Degrees of Separation,2491,0.055,,60,English Brown Ale,12,Other Ale
Laughing Dog Cream Ale,2108,0.05,12,219,Cream Ale,12,Other Ale
Two-One Niner,1397,0.048,9,219,American Pilsner,12,Other
Laughing Dog IPA,1396,0.064,66,219,American IPA,12,IPA
Madra Allta,1675,0.064,95,346,American IPA,12,IPA
Duluchan India Pale Ale,1249,0.056,70,346,American IPA,12,IPA
Lazy Monk Bohemian Pilsner,1445,0.05,,407,Czech Pilsener,16,Other
Yellowstone Golden Ale,475,0.051,,538,Kölsch,12,Other
Tumbleweed IPA,474,0.057,,538,American IPA,12,IPA
Lewis & Clark Amber Ale,473,0.05,,538,American Amber / Red Ale,12,Other Ale
Miner's Gold Hefeweizen,472,0.05,,538,Hefeweizen,12,Other
Back Country Scottish Ale,471,0.057,,538,Scottish Ale,12,Other Ale
Getaway,2036,0.052,30,245,German Pilsener,16,Other
Farm Girl Saison,1168,0.06,30,245,Saison / Farmhouse Ale,16,Other Ale
Adam's Stout,1832,0.058,40,299,American Stout,12,Other
American Hero,1688,0.057,42,299,American Amber / Red Ale,12,Other Ale
Schweet Ale,1687,0.052,20,299,Fruit / Vegetable Beer,12,Other
Irregardless IPA,1686,0.065,75,299,American IPA,12,IPA
Peach Pale Ale,2434,0.057,40,105,American Pale Ale (APA),12,APA
Deadeye Jack,2332,0.06,,150,American Porter,12,Other
Pistols at Dawn,2330,0.075,,150,American Stout,16,Other
Peacemaker Pale Ale,2329,0.057,47,150,American Pale Ale (APA),12,APA
Shotgun Betty,2327,0.058,11,150,Hefeweizen,12,Other
Sweet Josie,2326,0.061,30,150,American Brown Ale,12,Other Ale
Long Trail IPA,1926,0.059,42,269,English India Pale Ale (IPA),12,IPA
Long Trail Ale,1924,0.046,30,269,American Amber / Red Ale,12,Other Ale
Double Bag,1090,0.072,33,269,Altbier,16,Other
Blackbeary Wheat,574,0.04,8,269,Fruit / Vegetable Beer,12,Other
Long Trail Ale (1),573,0.046,30,269,Altbier,12,Other
Gose,2584,0.046,8,42,Gose,16,Other
Vermont Pilsner,2583,0.048,20,42,German Pilsener,16,Other
Mosaic Single Hop IPA,2582,0.055,,42,American IPA,16,IPA
Lost Galaxy,2581,0.045,,42,American IPA,16,IPA
Face Plant IPA,1309,0.062,65,431,American IPA,12,IPA
Rhino Chasers Pilsner,1308,0.056,55,431,Czech Pilsener,12,Other
Slow Hand Stout,1571,0.052,29,378,American Stout,16,Other
Hips Don't Lie,1204,0.062,,457,Hefeweizen,16,Other
Ride Again Pale Ale,1122,0.052,,457,American Pale Ale (APA),16,APA
The Farmer's Daughter,700,0.048,,457,American Blonde Ale,16,Other Ale
Pub Ale,2033,0.038,18,246,English Dark Mild Ale,12,Other Ale
Ballistic Blonde,2032,0.051,31,246,Belgian Pale Ale,12,Other Ale
Knotty Pine,2311,0.054,,159,American Pale Ale (APA),12,APA
Lumberyard Pilsner,1153,0.053,20,159,American Pilsner,12,Other
Lumberyard IPA,355,0.061,,159,American IPA,12,IPA
Lumberyard Red Ale,125,0.058,,159,American Amber / Red Ale,12,Other Ale
Mac's Highlander Pale Ale (2000),962,0.05,,486,American Pale Ale (APA),12,APA
Mac's Scottish Style Amber Ale (2000),961,0.051,32,486,American Amber / Red Ale,12,Other Ale
Macon Progress Ale,1475,0.05,,401,American Pale Ale (APA),12,APA
Macon History Ale,1008,0.055,,401,American Brown Ale,12,Other Ale
Galaxy High,2454,0.099,,92,American Double / Imperial IPA,12,IPA
Sol Drifter,2209,0.043,18,92,American Blonde Ale,12,Other Ale
Thunder Snow,2133,0.085,,92,Winter Warmer,12,Other
The Great Pumpcan,1994,0.079,18,92,Fruit / Vegetable Beer,16,Other
LIFT,1816,0.047,11,92,Kölsch,12,Other
SPRYE,1815,0.05,40,92,American Pale Ale (APA),12,APA
Psychopathy,1126,0.069,70,92,American IPA,12,IPA
Gnarly Brown,1125,0.07,32,92,American Brown Ale,12,Other Ale
Happy Amber,1124,0.06,30,92,American Amber / Red Ale,12,Other Ale
#9,1813,0.051,20,304,Fruit / Vegetable Beer,16,Other
Elder Betty,1113,0.055,13,304,Hefeweizen,12,Other
#9,360,0.051,20,304,Fruit / Vegetable Beer,12,Other
High Country Pilsner (Current),511,0.042,,535,German Pilsener,12,Other
Epic IPA,75,0.065,,535,American IPA,12,IPA
Golden Trout Pilsner,74,0.042,,535,German Pilsener,12,Other
Real McCoy Amber Ale (Current),73,0.045,,535,American Amber / Red Ale,12,Other Ale
Festivus (1),1628,0.072,,357,Winter Warmer,12,Other
Manayunk Oktoberfest,1626,0.067,,357,Märzen / Oktoberfest,12,Other
Belgian Style Session Ale,1625,0.045,21,357,Belgian Pale Ale,12,Other Ale
Manayunk IPA,1624,0.055,,357,American IPA,12,IPA
Yunkin' Punkin',1600,0.055,,357,Pumpkin Ale,12,Other Ale
Summer Paradise,1484,0.05,18,357,American Pale Wheat Ale,12,Other Ale
Monk from the 'Yunk,1356,0.09,30,357,Tripel,12,Other
Schuylkill Punch,1355,0.06,14,357,Fruit / Vegetable Beer,12,Other
Dreamin' Double IPA,1334,0.085,85,357,American Double / Imperial IPA,12,IPA
Chaotic Double IPA,1674,0.099,93,347,American Double / Imperial IPA,12,IPA
Manzanita IPA,1673,0.08,88,347,American IPA,12,IPA
Riverwalk Blonde Ale,1672,0.06,25,347,American Blonde Ale,12,Other Ale
Gillespie Brown Ale,1671,0.095,49,347,American Brown Ale,12,Other Ale
Manzanita Pale Ale,1670,0.066,44,347,American Pale Ale (APA),12,APA
Marble Pilsner,1262,0.047,,444,German Pilsener,12,Other
Marble India Pale Ale,845,0.062,,444,American IPA,12,IPA
Toughcats IPA,1783,0.072,,318,American IPA,16,IPA
Tug Pale Ale,1717,0.05,,318,American Pale Ale (APA),16,APA
Sexy Chaos,1716,0.099,,318,Russian Imperial Stout,16,Other
Ace Hole American Pale Ale,1516,0.063,,318,American Pale Ale (APA),16,APA
Cant Dog Imperial Pale Ale,725,0.097,,318,American Double / Imperial IPA,16,IPA
River House,2308,0.05,20,162,Saison / Farmhouse Ale,16,Other Ale
Pretzel Stout,2268,0.065,47,162,American Stout,16,Other
Rubberneck Red,2197,0.05,35,162,American Amber / Red Ale,16,Other Ale
The Imperial Texan,2120,0.08,,162,American Double / Imperial IPA,16,IPA
The Imperial Texan,1234,0.08,,162,American Double / Imperial IPA,12,IPA
Day Break 4-Grain Breakfast Beer,1233,0.05,,162,Rye Beer,16,Other
River House Saison,1232,0.05,,162,Saison / Farmhouse Ale,12,Other Ale
There Will Be Stout,1231,0.065,,162,American Stout,12,Other
Our Legacy IPA,1831,0.065,60,300,American IPA,12,IPA
Saranac Shandy,1359,0.042,,300,Shandy,12,Other
Our Legacy IPA,1135,0.065,60,300,American IPA,16,IPA
Saranac Golden Pilsener (2003),960,0.051,,300,German Pilsener,12,Other
Saranac Adirondack Light (2002),959,0.045,,300,Light Lager,12,Lager
DAX Light (1998),958,0.045,,300,Light Lager,12,Lager
Saranac Traditional Lager (2000),957,0.048,,300,American Pale Lager,12,Lager
Pomegranate Wheat (2008),956,0.047,,300,Fruit / Vegetable Beer,12,Other
Blueberry Blonde Ale,773,0.05,12,300,American Blonde Ale,12,Other Ale
Saranac White IPA,686,0.06,,300,American IPA,12,IPA
Saranac Summer Ale (2011),453,0.047,,300,American Pale Wheat Ale,12,Other Ale
Saranac Pale Ale (12 oz.),150,0.055,,300,English Pale Ale,12,Other Ale
Saranac Pale Ale (16 oz.),133,0.055,,300,English Pale Ale,16,Other Ale
Lahaina Town Brown,1578,0.051,20,376,American Brown Ale,12,Other Ale
Pau Hana Pilsner,1429,0.055,,376,Czech Pilsener,12,Other
Lemongrass Saison,1271,0.05,,376,Saison / Farmhouse Ale,12,Other Ale
Aloha B’ak’tun,713,0.07,,376,Belgian Strong Dark Ale,12,Other Ale
Liquid Breadfruit,712,0.082,,376,Fruit / Vegetable Beer,12,Other
Sobrehumano Palena'ole,690,0.06,24,376,American Amber / Red Ale,12,Other Ale
La Perouse White,547,0.05,12,376,Witbier,12,Other
Flyin' HI.P.Hay,435,0.068,68,376,American IPA,12,IPA
Mana Wheat,313,0.055,15,376,American Pale Wheat Ale,12,Other Ale
Bikini Blonde Lager,33,0.045,18,376,Munich Helles Lager,12,Lager
CoCoNut Porter,32,0.057,30,376,American Porter,12,Other
Big Swell IPA,31,0.062,65,376,American IPA,12,IPA
Pit Stop Chocolate Porter,1237,0.037,34,449,American Porter,12,Other
Pace Setter Belgian Style Wit,1236,0.037,21,449,Witbier,12,Other
Back in the Saddle Rye Pale Ale,1047,0.037,53,449,American Pale Ale (APA),12,APA
Bushwhacker Cider,1986,0.069,,255,Cider,16,Other
Weim-R-Iner,1985,0.069,,255,Cider,16,Other
Cherry Bomb,1984,0.069,,255,Cider,16,Other
Tsunami IPA,2186,0.072,75,204,American IPA,19.2,IPA
Tsunami IPA,2185,0.072,75,204,American IPA,12,IPA
Humpback Blonde Ale,2184,0.042,22,204,American Blonde Ale,12,Other Ale
Hawaiian Crow Porter,2178,0.052,27,204,American Porter,12,Other
Volcano Red Ale,2177,0.052,23,204,American Amber / Red Ale,12,Other Ale
Mauna Kea Pale Ale,2176,0.054,42,204,American Pale Ale (APA),12,APA
Shark Bait,1508,0.053,11,394,Fruit / Vegetable Beer,12,Other
Gator Tail Brown Ale,1507,0.053,30,394,American Brown Ale,12,Other Ale
Miami Vice IPA,1506,0.071,62,394,American IPA,12,IPA
Big Rod Coconut Ale,1325,0.053,16,394,American Blonde Ale,12,Other Ale
Mickey Finn's Amber Ale,174,0.056,,553,American Amber / Red Ale,12,Other Ale
Pleasure Town,2093,0.063,61,224,American IPA,12,IPA
Pleasure Town IPA,1814,0.063,61,224,American IPA,12,IPA
Snowshoe White Ale,587,0.048,12,224,Witbier,12,Other
Kodiak Brown Ale,586,0.05,24,224,American Brown Ale,12,Other Ale
Sockeye Red IPA,434,0.057,70,224,American IPA,12,IPA
Habitus (2014),2668,0.08,100,4,American Double / Imperial IPA,16,IPA
Solis,2667,0.075,85,4,American IPA,16,IPA
Jucundus,2666,0.06,24,4,Wheat Ale,16,Other Ale
Habitus,2664,0.08,100,4,American Double / Imperial IPA,16,IPA
Grazias,2663,0.063,30,4,Cream Ale,16,Other Ale
Claritas,2662,0.058,28,4,Kölsch,16,Other
Vinyl Frontier,2535,0.083,,66,American Double / Imperial IPA,24,IPA
Disco Superfly,2534,0.08,,66,American IPA,24,IPA
Misty Mountain Hop,2533,0.075,,66,American IPA,24,IPA
One-Hit Wonderful,2532,0.075,,66,Belgian IPA,24,IPA
En Parfaite Harmonie,2531,0.065,,66,Saison / Farmhouse Ale,24,Other Ale
Daft Funk,2530,0.043,8,66,Berliner Weissbier,24,Other
Love In An Ellavator,2529,0.075,,66,American IPA,24,IPA
Spin Doctor,2528,0.053,,66,American Pale Ale (APA),24,APA
Keeper (Current),1612,0.05,,364,American Pilsner,12,Other
Better Half,1611,0.068,,364,American IPA,12,IPA
SNO White Ale,1273,0.048,,441,Witbier,16,Other
BRIK Irish Red Ale,365,0.048,,441,Irish Red Ale,16,Other Ale
AXL Pale Ale,273,,,441,American Pale Ale (APA),16,APA
Hop Freak,1884,0.087,80,285,American Double / Imperial IPA,16,IPA
Louie's Demise Amber Ale,1272,0.051,24,285,American Amber / Red Ale,16,Other Ale
Hop Happy,1080,0.075,51,285,American IPA,16,IPA
Booyah Farmhouse Ale,932,0.065,20,285,Saison / Farmhouse Ale,16,Other Ale
O-Gii,776,0.092,,285,Witbier,16,Other
Flaming Damsel Lager (2010),172,0.048,18,285,Vienna Lager,16,Lager
Louie’s Demise Immort-Ale (2010),171,0.051,24,285,American Amber / Red Ale,16,Other Ale
Axe Head Malt Liquor,2361,0.099,,135,American Malt Liquor,24,Other
Huber Bock (2014),2359,0.054,,135,Bock,16,Other
Minhas Light (2012),2358,0.04,,135,Light Lager,12,Lager
Huber,2282,0.05,,135,American Pale Lager,12,Lager
Clear Creek Ice,2281,0.062,,135,American Pale Lager,16,Lager
Clear Creek Ice,2280,0.062,,135,American Pale Lager,12,Lager
Mountain Crest,2279,0.055,,135,American Pale Lager,16,Lager
Mountain Crest,2278,0.055,,135,American Pale Lager,12,Lager
Mountain Creek (2013),2277,0.055,,135,American Pale Lager,12,Lager
Boxer,2276,0.05,,135,American Adjunct Lager,24,Lager
Boxer Light,2275,0.042,,135,Light Lager,12,Lager
Boxer Ice,2274,0.055,,135,American Adjunct Lager,12,Lager
Boxer,2273,0.05,,135,American Adjunct Lager,12,Lager
Cortez Gold,2442,0.05,,99,Belgian Pale Ale,32,Other Ale
Mission IPA,2441,0.068,66,99,American IPA,32,IPA
El Conquistador Extra Pale Ale,1460,0.048,44,99,American Pale Ale (APA),32,APA
Shipwrecked Double IPA,1459,0.092,75,99,American Double / Imperial IPA,32,IPA
Squeaky Bike Nut Brown Ale,1476,0.04,,400,American Brown Ale,16,Other Ale
Dead Horse Amber,902,0.04,,400,American Pale Wheat Ale,16,Other Ale
Rocket Bike American Lager,645,0.04,,400,California Common / Steam Beer,16,Other
Johnny's American IPA,644,0.04,,400,American IPA,16,IPA
Boneshaker Brown Ale,337,0.055,,548,English Brown Ale,24,Other Ale
Iron Mike Pale Ale,336,0.056,,548,American Pale Ale (APA),24,APA
Monkadelic,2236,0.042,,190,American Pale Ale (APA),12,APA
City of the Sun,2159,0.075,85,210,American IPA,16,IPA
Booming Rollers,2157,0.068,75,210,American IPA,16,IPA
Oneida,2156,0.052,50,210,American Pale Ale (APA),16,APA
Aurora ,2154,0.067,75,210,American Amber / Red Ale,16,Other Ale
Lomaland,1495,0.055,30,210,Saison / Farmhouse Ale,16,Other Ale
Fortunate Islands,1494,0.047,46,210,American Pale Wheat Ale,16,Other Ale
Black House,1493,0.058,40,210,American Stout,16,Other
Blazing World,1492,0.065,115,210,American Amber / Red Ale,16,Other Ale
Wapiti Amber Ale,327,0.05,,550,American Amber / Red Ale,12,Other Ale
Sweet Georgia Brown,719,0.054,,515,American Brown Ale,16,Other Ale
Rich Man's IIPA,718,0.087,,515,American Double / Imperial IPA,16,IPA
Monkey Paw Oatmeal Pale Ale,717,0.058,,515,American Pale Ale (APA),16,APA
Montauk Summer Ale,1907,0.056,28,277,American Blonde Ale,12,Other Ale
Driftwood Ale,1906,0.06,49,277,Extra Special / Strong Bitter (ESB),12,Other
When Helles Freezes Over,1756,0.056,18,327,Munich Helles Lager,12,Lager
Morgan Street Oktoberfest,1617,0.049,24,327,Märzen / Oktoberfest,12,Other
Honey Wheat,1052,0.047,14,327,American Pale Wheat Ale,12,Other Ale
Black Bear Dark Lager,1051,0.046,24,327,Schwarzbier,12,Other
Golden Pilsner,1046,0.05,35,327,German Pilsener,12,Other
Cali Creamin',2413,0.052,21,112,Cream Ale,12,Other Ale
Second Wind Pale Ale,419,0.05,,541,American Pale Ale (APA),12,APA
Sunny Haze,408,0.05,,541,Hefeweizen,12,Other
Towhead,2237,0.052,21,189,American Blonde Ale,12,Other Ale
Lil' Helper,2208,0.07,70,189,American IPA,12,IPA
Train Wreck,1952,0.082,,261,American Amber / Red Ale,16,Other Ale
Full Moon Belgian White Ale,768,0.085,,508,Witbier,12,Other
Desert Magic IPA,625,0.072,,508,American IPA,12,IPA
Up River Light,326,0.042,,508,Light Lager,12,Lager
Full Moon Belgian White Ale (2007),132,0.085,,508,Witbier,12,Other
Dry Heat Hefeweizen (2006),131,0.055,,508,Hefeweizen,12,Other
Mustang Sixty-Six,1598,0.05,,367,American Amber / Red Lager,12,Lager
Mustang '33,862,0.04,,367,American Pale Lager,12,Lager
Session '33 (2011),699,0.04,,367,American Pale Lager,12,Lager
Mustang Golden Ale,421,0.053,10,367,American Blonde Ale,12,Other Ale
Washita Wheat,420,0.053,14,367,American Pale Wheat Ale,12,Other Ale
Gansett Light,2345,0.037,10,144,Light Lager,16,Lager
Bohemian Pils,2224,0.052,30,144,American Pilsner,16,Other
Autocrat Coffee Milk Stout,1775,0.053,30,144,Milk / Sweet Stout,16,Other
Narragansett Bohemian Pilsner,1291,0.086,35,144,German Pilsener,16,Other
Narragansett Summer Ale,1093,0.042,24,144,American Pale Wheat Ale,12,Other Ale
Narragansett Cream Ale,580,0.05,22,144,Cream Ale,16,Other Ale
Narragansett Summer Ale,403,0.042,24,144,American Pale Wheat Ale,16,Other Ale
Narragansett Porter,316,0.07,22,144,American Porter,16,Other
Narragansett Bock,315,0.065,32,144,Bock,16,Other
Narragansett Fest Lager,314,0.055,15,144,Märzen / Oktoberfest,16,Other
Undun Blonde Ale,1537,0.053,,388,American Blonde Ale,16,Other Ale
CuDa Cascadian Dark Ale,1536,0.074,,388,American Black Ale,16,Other Ale
Old Grogham Imperial India Pale Ale,1265,0.085,86,388,American Double / Imperial IPA,16,IPA
Old Grogham Imperial India Pale Ale (2012),747,0.085,86,388,American Double / Imperial IPA,16,IPA
CuDa Cascadian Dark Ale (2012),746,0.074,,388,American Black Ale,16,Other Ale
Undun Blonde Ale (2012),654,0.053,,388,American Blonde Ale,16,Other Ale
Wick For Brains,1705,0.061,11,338,Pumpkin Ale,12,Other Ale
Nebraska India Pale Ale,1148,0.065,65,338,American IPA,12,IPA
EOS Hefeweizen,1147,0.048,10,338,Hefeweizen,12,Other
Brunette Nut Brown Ale,1146,0.048,15,338,English Brown Ale,12,Other Ale
Cardinal Pale Ale,1145,0.057,29,338,American Pale Ale (APA),12,APA
County Line IPA,1758,0.066,,326,American IPA,12,IPA
Trauger Pilsner,1757,0.048,,326,German Pilsener,12,Other
Slow Ride,2475,0.045,40,83,American IPA,12,IPA
Ranger IPA,2230,0.065,70,83,American IPA,12,IPA
Shift,1987,0.05,29,83,American Pale Lager,12,Lager
1554 Black Lager,1978,0.056,21,83,Euro Dark Lager,12,Lager
Blue Paddle,1975,0.048,,83,Czech Pilsener,12,Other
California Route,1737,0.055,,83,American Amber / Red Lager,12,Lager
Snapshot,1707,0.052,,83,American Pale Wheat Ale,16,Other Ale
Sunshine Wheat Beer,1690,0.048,,83,American Pale Wheat Ale,12,Other Ale
Fat Tire Amber Ale,1586,0.052,18,83,American Amber / Red Ale,12,Other Ale
Shift (1),952,0.05,29,83,American Pale Lager,12,Lager
Fat Tire Amber Ale (2011),748,0.052,18,83,American Amber / Red Ale,12,Other Ale
Shift,578,0.05,29,83,American Pale Lager,16,Lager
Ranger IPA,564,0.065,70,83,American IPA,16,IPA
Fat Tire Amber Ale,563,0.052,18,83,American Amber / Red Ale,16,Other Ale
Ranger IPA (Current),115,0.065,70,83,American IPA,12,IPA
Sunshine Wheat Beer (2009),72,0.048,,83,American Pale Wheat Ale,12,Other Ale
Fat Tire Amber Ale (2008),71,0.052,18,83,American Amber / Red Ale,12,Other Ale
Weiss Trash Culture,1417,0.034,6,411,Berliner Weissbier,12,Other
Sea Hag IPA,885,0.062,,411,American IPA,12,IPA
Elm City Pilsner,884,0.05,,411,American Pilsner,12,Other
Atlantic Amber Ale (2004),757,0.05,,411,American Amber / Red Ale,12,Other Ale
668 Neighbor of the Beast12 oz.,568,0.09,,411,Belgian Pale Ale,12,Other Ale
Gandhi-Bot Double IPA (12 oz.),320,0.088,85,411,American Double / Imperial IPA,12,IPA
668 Neighbor of the Beast (16 oz.) (2010),43,0.09,,411,Belgian Pale Ale,16,Other Ale
Gandhi-Bot Double IPA (16 oz.) (2010),42,0.088,85,411,American Double / Imperial IPA,16,IPA
Elm City Lager (2007),41,0.05,,411,American Pilsner,12,Other
Atlantic Amber Ale (2007),40,0.05,,411,American Amber / Red Ale,12,Other Ale
Sea Hag IPA (Current),39,0.062,,411,American IPA,12,IPA
Rebirth Pale Ale,2272,0.05,,175,American Pale Ale (APA),12,APA
Irish Channel Stout,1582,0.068,,175,American Stout,16,Other
MechaHopzilla,1114,0.088,,175,American Double / Imperial IPA,16,IPA
Hopitoulas IPA,486,0.065,,175,American IPA,16,IPA
NOLA Brown Ale,485,0.039,,175,English Dark Mild Ale,12,Other Ale
NOLA Blonde Ale,484,0.049,,175,American Blonde Ale,12,Other Ale
Skylight,2043,0.056,20,242,Dunkelweizen,12,Other
Kadigan,2042,0.056,30,242,American Blonde Ale,12,Other Ale
Dammit Jim!,2041,0.052,50,242,American Amber / Red Ale,12,Other Ale
Nut Brown Ale,646,0.054,,519,English Brown Ale,12,Other Ale
White Ale,165,0.046,,519,Witbier,12,Other
Cream Ale,2050,0.042,35,239,Cream Ale,12,Other Ale
Green Head IPA,915,0.072,,496,American IPA,12,IPA
Plum Island Belgian White,914,0.054,,496,Witbier,12,Other
Newburyport Pale Ale,913,0.055,,496,American Pale Ale (APA),12,APA
Marblehead,1811,0.055,,306,American Amber / Red Ale,16,Other Ale
Jam Session,1622,0.051,31,360,American Pale Ale (APA),16,APA
Hop Drop 'N Roll IPA,1621,0.072,80,360,American IPA,16,IPA
Paleo IPA,1307,0.06,,432,English India Pale Ale (IPA),12,IPA
Buck Snort Stout,1306,0.061,,432,American Stout,12,Other
Station 33 Firehouse Red,1305,0.055,,432,Irish Red Ale,12,Other Ale
Slimy Pebble Pils,1304,0.045,,432,German Pilsener,12,Other
Get Together,2692,0.045,50,1,American IPA,16,IPA
Maggie's Leap,2691,0.049,26,1,Milk / Sweet Stout,16,Other
Wall's End,2690,0.048,19,1,English Brown Ale,16,Other Ale
Pumpion,2689,0.06,38,1,Pumpkin Ale,16,Other Ale
Stronghold,2688,0.06,25,1,American Porter,16,Other
Parapet ESB,2687,0.056,47,1,Extra Special / Strong Bitter (ESB),16,Other
Blue Boots IPA,1854,0.069,,294,American IPA,16,IPA
Hoppy Bitch IPA,1227,0.063,,451,American IPA,16,IPA
Three Skulls Ale Pale Ale,1226,0.063,42,451,American Pale Ale (APA),16,APA
Walter's Premium Pilsener Beer,541,0.045,,530,German Pilsener,12,Other
Floppin' Crappie,109,0.045,,530,American Pale Wheat Ale,12,Other Ale
Left of the Dial IPA,1917,0.043,,272,American IPA,12,IPA
Notch Session Pils,1190,0.04,,272,Czech Pilsener,12,Other
O'Fallon Pumpkin Beer,1264,0.055,,443,Pumpkin Ale,12,Other Ale
5 Day IPA,1258,0.061,66,443,American IPA,12,IPA
O'Fallon Wheach,128,0.051,7,443,Fruit / Vegetable Beer,12,Other
Watershed IPA,2331,0.067,70,151,American IPA,12,IPA
Oakshire Amber Ale,1669,0.054,24,151,American Amber / Red Ale,12,Other Ale
Overcast Espresso Stout,1668,0.058,27,151,American Stout,12,Other
Watershed IPA (2013),999,0.067,70,151,American IPA,12,IPA
Lake Monster,2247,0.082,25,185,Baltic Porter,16,Other
London Homesick Ale,2071,0.049,27,185,English Bitter,12,Other
Luchesa Lager,2070,0.048,35,185,Keller Bier / Zwickel Bier,12,Other
Slow Ride,2069,0.048,35,185,American Pale Ale (APA),12,APA
Occidental Hefeweizen,2192,0.047,,201,American Pale Wheat Ale,16,Other Ale
Occidental Dunkel,1130,0.051,,201,Dunkelweizen,16,Other
Occidental Altbier,1129,0.05,,201,Altbier,16,Other
Occidental Kölsch,1081,0.045,,201,Kölsch,16,Other
Perpetual Darkness,2335,0.092,72,149,Belgian Strong Dark Ale,12,Other Ale
Clan Warrior,2334,0.087,29,149,Scotch Ale / Wee Heavy,12,Other Ale
Psycho Penguin Vanilla Porter,2333,0.054,36,149,American Porter,12,Other
Heliocentric Hefeweizen,1721,0.047,,149,Hefeweizen,12,Other
Ghose Drifter Pale Ale,1720,0.051,,149,American Pale Ale (APA),12,APA
Ghost Rider Pale Ale (2013),1431,0.051,,149,American Pale Ale (APA),12,APA
Helios Hefeweizen (2013),1430,0.047,,149,Hefeweizen,12,Other
The Hole in Hadrian's Wall,1059,0.095,19,472,Scottish Ale,16,Other Ale
33 Select Brown Ale,1058,0.065,26,472,American Brown Ale,16,Other Ale
Midwest Charm Farmhouse Ale,603,0.06,29,472,Saison / Farmhouse Ale,16,Other Ale
Boji Blue Pale Ale,602,0.05,45,472,American Pale Ale (APA),16,APA
Winter Games Select #32 Stout,601,0.057,26,472,American Stout,16,Other
Boji Beach Golden Rye Ale,600,0.05,23,472,Rye Beer,16,Other
Hopsmith Pale Lager,1828,0.06,,302,American Pale Lager,16,Lager
Falling Down Brown Ale,1487,0.065,65,302,American Brown Ale,16,Other Ale
Resolution Rye Stout,1486,0.068,,302,American Stout,16,Other
Plowshare Porter,1485,0.055,,302,American Porter,16,Other
Old Forge Pumpkin Ale,1394,0.046,20,302,Pumpkin Ale,16,Other Ale
Endless Sun Ale,1381,0.045,,302,American Pale Wheat Ale,16,Other Ale
Celestial Blonde Ale,900,0.065,,302,American Blonde Ale,16,Other Ale
Overbite IPA,891,0.075,,302,American IPA,16,IPA
T-Rail Pale Ale,509,0.055,,302,American Pale Ale (APA),16,APA
Endless Summer Ale (2011),508,0.048,,302,American Pale Wheat Ale,16,Other Ale
Clem's Gold,1530,0.053,,391,American Pale Lager,16,Lager
Lizzy's Red,1529,0.055,,391,American Amber / Red Lager,16,Lager
Orlison India Pale Lager,1528,0.067,,391,American Pale Lager,16,Lager
Brünette,1527,0.042,,391,Euro Dark Lager,16,Lager
Havanüther,1526,0.041,,391,Light Lager,16,Lager
Lyric Ale,2113,0.065,,217,Saison / Farmhouse Ale,12,Other Ale
Atalanta,2112,0.053,,217,Saison / Farmhouse Ale,12,Other Ale
Pinner Throwback IPA,2302,0.049,35,167,American IPA,12,IPA
Centennial State Pale Ale,1883,0.052,,167,American Pale Ale (APA),19.2,APA
Old Chub NITRO,1859,0.08,,167,Scotch Ale / Wee Heavy,16,Other Ale
The CROWLER™,1796,,,167,,32,Other
CAN'D AID Foundation,1790,,,167,,12,Other
Icey.P.A.,1752,,,167,American IPA,16,IPA
One Nut Brown,1751,0.05,,167,English Brown Ale,12,Other Ale
Birth IPA,1750,,,167,American IPA,12,IPA
